sample,taxa,empP,circa_p,people,sum,number_exist,p,group,cluster
Streptococcus.oralis_P11,Streptococcus.oralis,0.739260739,0.422755354,P11,0.183276816,8,1,exist,exist
Streptococcus.oralis_P15,Streptococcus.oralis,0.350649351,0.345703547,P15,0.7430684,8,1,exist,exist
Streptococcus.oralis_P16,Streptococcus.oralis,0.924075924,0.659542091,P16,0.709017041,8,1,exist,exist
Streptococcus.oralis_P17,Streptococcus.oralis,0.924075924,0.2502326,P17,2.42802597,8,1,exist,exist
Streptococcus.oralis_P18,Streptococcus.oralis,0.815184815,0.300411152,P18,1.89171974,8,1,exist,exist
Streptococcus.oralis_P21,Streptococcus.oralis,0.654345654,0.873142285,P21,0.79541616,8,1,exist,exist
Streptococcus.oralis_P25,Streptococcus.oralis,0.815184815,0.738991603,P25,0.915809991,8,1,exist,exist
Streptococcus.oralis_P27,Streptococcus.oralis,0.687312687,0.275272572,P27,1.808181993,8,1,exist,exist
Streptococcus.parasanguinis_P03,Streptococcus.parasanguinis,0.327672328,0.372225805,P03,0.172255499,8,1,exist,exist
Streptococcus.parasanguinis_P05,Streptococcus.parasanguinis,0.889110889,0.384970334,P05,0.031236397,8,1,exist,exist
Streptococcus.parasanguinis_P09,Streptococcus.parasanguinis,0.758241758,0.284986885,P09,0.019538021,8,1,exist,exist
Streptococcus.parasanguinis_P11,Streptococcus.parasanguinis,0.41958042,0.510480558,P11,0.258522385,8,1,exist,exist
Streptococcus.parasanguinis_P15,Streptococcus.parasanguinis,0.508491508,0.315412544,P15,0.217914366,8,1,exist,exist
Streptococcus.parasanguinis_P25,Streptococcus.parasanguinis,0.654345654,0.48342331,P25,0.389293328,8,1,exist,exist
Streptococcus.parasanguinis_P26,Streptococcus.parasanguinis,0.216783217,0.168132485,P26,0.690860613,8,1,exist,exist
Streptococcus.parasanguinis_P27,Streptococcus.parasanguinis,0.524475524,0.169755726,P27,0.086579052,8,1,exist,exist
Streptococcus.pneumoniae_P03,Streptococcus.pneumoniae,0.576423576,0.244402466,P03,0.151441508,8,1,exist,exist
Streptococcus.pneumoniae_P06,Streptococcus.pneumoniae,0.216783217,0.165042779,P06,0.367638132,8,1,exist,exist
Streptococcus.pneumoniae_P16,Streptococcus.pneumoniae,0.508491508,0.410810106,P16,0.165895317,8,1,exist,exist
Streptococcus.pneumoniae_P17,Streptococcus.pneumoniae,0.94005994,0.497174256,P17,1.86075891,8,1,exist,exist
Streptococcus.pneumoniae_P18,Streptococcus.pneumoniae,0.924075924,0.66342456,P18,1.546654594,8,1,exist,exist
Streptococcus.pneumoniae_P21,Streptococcus.pneumoniae,0.508491508,0.326787255,P21,0.249030383,8,1,exist,exist
Streptococcus.pneumoniae_P25,Streptococcus.pneumoniae,0.654345654,0.278535336,P25,0.09581287,8,1,exist,exist
Streptococcus.pneumoniae_P27,Streptococcus.pneumoniae,0.37962038,0.300189194,P27,1.705745372,8,1,exist,exist
Streptococcus.pseudopneumoniae_P03,Streptococcus.pseudopneumoniae,0.277722278,0.153574994,P03,0.084409171,8,1,exist,exist
Streptococcus.pseudopneumoniae_P06,Streptococcus.pseudopneumoniae,0.216783217,0.213646591,P06,0.14123177,8,1,exist,exist
Streptococcus.pseudopneumoniae_P16,Streptococcus.pseudopneumoniae,0.815184815,0.368874212,P16,0.107818646,8,1,exist,exist
Streptococcus.pseudopneumoniae_P17,Streptococcus.pseudopneumoniae,0.924075924,0.499634229,P17,1.29403263,8,1,exist,exist
Streptococcus.pseudopneumoniae_P18,Streptococcus.pseudopneumoniae,0.924075924,0.499408127,P18,0.769850949,8,1,exist,exist
Streptococcus.pseudopneumoniae_P19,Streptococcus.pseudopneumoniae,0.216783217,0.409704815,P19,0.111463972,8,1,exist,exist
Streptococcus.pseudopneumoniae_P21,Streptococcus.pseudopneumoniae,0.350649351,0.336605714,P21,0.054258795,8,1,exist,exist
Streptococcus.pseudopneumoniae_P25,Streptococcus.pseudopneumoniae,0.654345654,0.563832226,P25,0.033750927,8,1,exist,exist
Streptococcus.pseudopneumoniae_P27,Streptococcus.pseudopneumoniae,0.524475524,0.219619906,P27,1.322737267,8,1,exist,exist
Streptococcus.sp..116.D4_P03,Streptococcus.sp..116.D4,0.41958042,0.389934722,P03,0.017565928,8,1,exist,exist
Streptococcus.sp..116.D4_P15,Streptococcus.sp..116.D4,0.350649351,0.203578479,P15,0.026157006,8,1,exist,exist
Streptococcus.sp..116.D4_P16,Streptococcus.sp..116.D4,0.508491508,0.18375867,P16,0.025737675,8,1,exist,exist
Streptococcus.sp..116.D4_P17,Streptococcus.sp..116.D4,0.815184815,0.51032221,P17,0.26398222,8,1,exist,exist
Streptococcus.sp..116.D4_P18,Streptococcus.sp..116.D4,0.984015984,0.636478837,P18,0.062645181,8,1,exist,exist
Streptococcus.sp..116.D4_P21,Streptococcus.sp..116.D4,0.350649351,0.245576788,P21,0.031476274,8,1,exist,exist
Streptococcus.sp..116.D4_P25,Streptococcus.sp..116.D4,0.508491508,0.302830759,P25,0.027284862,8,1,exist,exist
Streptococcus.sp..116.D4_P27,Streptococcus.sp..116.D4,0.37962038,0.286205464,P27,0.221141848,8,1,exist,exist
Streptococcus.sp..1643_P03,Streptococcus.sp..1643,0.277722278,0.380274813,P03,0.048510961,8,1,exist,exist
Streptococcus.sp..1643_P09,Streptococcus.sp..1643,0.758241758,0.190190819,P09,0.011244285,8,1,exist,exist
Streptococcus.sp..1643_P15,Streptococcus.sp..1643,0.350649351,0.440110824,P15,0.045631069,8,1,exist,exist
Streptococcus.sp..1643_P16,Streptococcus.sp..1643,0.924075924,0.77403419,P16,0.037412866,7,1,exist,exist
Streptococcus.sp..1643_P17,Streptococcus.sp..1643,0.350649351,0.146963049,P17,0.196684906,8,1,exist,exist
Streptococcus.sp..1643_P18,Streptococcus.sp..1643,0.815184815,0.24689552,P18,0.076836593,8,1,exist,exist
Streptococcus.sp..1643_P21,Streptococcus.sp..1643,0.350649351,0.300834646,P21,0.038153872,8,1,exist,exist
Streptococcus.sp..1643_P25,Streptococcus.sp..1643,0.654345654,0.510405452,P25,0.043439388,8,1,exist,exist
Streptococcus.sp..1643_P27,Streptococcus.sp..1643,0.230769231,0.193801421,P27,0.167901949,8,1,exist,exist
Streptococcus.sp..NPS.308_P03,Streptococcus.sp..NPS.308,0.277722278,0.391204631,P03,0.021001526,8,1,exist,exist
Streptococcus.sp..NPS.308_P09,Streptococcus.sp..NPS.308,0.758241758,0.188783953,P09,0.009296943,8,1,exist,exist
Streptococcus.sp..NPS.308_P11,Streptococcus.sp..NPS.308,0.327672328,0.143792684,P11,0.00941513,8,1,exist,exist
Streptococcus.sp..NPS.308_P15,Streptococcus.sp..NPS.308,0.350649351,0.188866595,P15,0.026026862,8,1,exist,exist
Streptococcus.sp..NPS.308_P16,Streptococcus.sp..NPS.308,0.654345654,0.492776624,P16,0.029751473,8,1,exist,exist
Streptococcus.sp..NPS.308_P18,Streptococcus.sp..NPS.308,0.508491508,0.195010743,P18,0.054192526,8,1,exist,exist
Streptococcus.sp..NPS.308_P21,Streptococcus.sp..NPS.308,0.508491508,0.630796176,P21,0.034817192,8,1,exist,exist
Streptococcus.sp..NPS.308_P25,Streptococcus.sp..NPS.308,0.815184815,0.556159884,P25,0.03945101,8,1,exist,exist
Streptococcus.sp..NPS.308_P27,Streptococcus.sp..NPS.308,0.230769231,0.219361587,P27,0.24591587,8,1,exist,exist
Streptococcus.sp..oral.taxon.061_P03,Streptococcus.sp..oral.taxon.061,0.456543457,0.372009575,P03,0.814284581,8,1,exist,exist
Streptococcus.sp..oral.taxon.061_P05,Streptococcus.sp..oral.taxon.061,0.783216783,0.503068947,P05,0.026190768,8,1,exist,exist
Streptococcus.sp..oral.taxon.061_P09,Streptococcus.sp..oral.taxon.061,0.758241758,0.361197642,P09,0.177706914,8,1,exist,exist
Streptococcus.sp..oral.taxon.061_P11,Streptococcus.sp..oral.taxon.061,0.41958042,0.433733381,P11,0.280060723,8,1,exist,exist
Streptococcus.sp..oral.taxon.061_P15,Streptococcus.sp..oral.taxon.061,0.508491508,0.255795243,P15,0.97854181,8,1,exist,exist
Streptococcus.sp..oral.taxon.061_P17,Streptococcus.sp..oral.taxon.061,0.350649351,0.330304375,P17,1.91577215,8,1,exist,exist
Streptococcus.sp..oral.taxon.061_P22,Streptococcus.sp..oral.taxon.061,0.508491508,0.176336897,P22,0.27578511,8,1,exist,exist
Streptococcus.sp..oral.taxon.061_P25,Streptococcus.sp..oral.taxon.061,0.350649351,0.209769752,P25,1.12664325,8,1,exist,exist
Streptococcus.sp..oral.taxon.061_P27,Streptococcus.sp..oral.taxon.061,0.524475524,0.300586627,P27,1.766342062,8,1,exist,exist
Streptococcus.sp..oral.taxon.064_P03,Streptococcus.sp..oral.taxon.064,0.576423576,0.399817396,P03,0.093258129,8,1,exist,exist
Streptococcus.sp..oral.taxon.064_P09,Streptococcus.sp..oral.taxon.064,0.758241758,0.216068485,P09,0.031974027,8,1,exist,exist
Streptococcus.sp..oral.taxon.064_P15,Streptococcus.sp..oral.taxon.064,0.654345654,0.306082896,P15,0.070209426,8,1,exist,exist
Streptococcus.sp..oral.taxon.064_P16,Streptococcus.sp..oral.taxon.064,0.924075924,0.456423314,P16,0.058215725,7,1,exist,exist
Streptococcus.sp..oral.taxon.064_P18,Streptococcus.sp..oral.taxon.064,0.508491508,0.148189922,P18,0.238895035,8,1,exist,exist
Streptococcus.sp..oral.taxon.064_P21,Streptococcus.sp..oral.taxon.064,0.508491508,0.802792702,P21,0.081591552,8,1,exist,exist
Streptococcus.sp..oral.taxon.064_P25,Streptococcus.sp..oral.taxon.064,0.815184815,0.489629709,P25,0.128164888,8,1,exist,exist
Streptococcus.sp..oral.taxon.064_P27,Streptococcus.sp..oral.taxon.064,0.815184815,0.521813111,P27,0.307747942,8,1,exist,exist
Streptococcus.sp..VT.162_P03,Streptococcus.sp..VT.162,0.41958042,0.395301328,P03,0.03964952,8,1,exist,exist
Streptococcus.sp..VT.162_P09,Streptococcus.sp..VT.162,0.608391608,0.160996002,P09,0.022742509,8,1,exist,exist
Streptococcus.sp..VT.162_P15,Streptococcus.sp..VT.162,0.508491508,0.292273829,P15,0.036943323,8,1,exist,exist
Streptococcus.sp..VT.162_P16,Streptococcus.sp..VT.162,0.992007992,0.798958282,P16,0.071399828,8,1,exist,exist
Streptococcus.sp..VT.162_P18,Streptococcus.sp..VT.162,0.984015984,0.761485309,P18,0.56787178,8,1,exist,exist
Streptococcus.sp..VT.162_P21,Streptococcus.sp..VT.162,0.654345654,0.806348242,P21,0.06853125,8,1,exist,exist
Streptococcus.sp..VT.162_P25,Streptococcus.sp..VT.162,0.654345654,0.690334275,P25,0.090715552,8,1,exist,exist
Streptococcus.sp..VT.162_P27,Streptococcus.sp..VT.162,0.687312687,0.572522548,P27,0.175042974,8,1,exist,exist
Streptococcus.suis_P03,Streptococcus.suis,0.277722278,0.381051098,P03,0.005648235,8,1,exist,exist
Streptococcus.suis_P09,Streptococcus.suis,0.301698302,0.155187398,P09,0.00134418,7,1,exist,exist
Streptococcus.suis_P11,Streptococcus.suis,0.576423576,0.481701607,P11,0.003316379,8,1,exist,exist
Streptococcus.suis_P15,Streptococcus.suis,0.508491508,0.285380304,P15,0.010064838,8,1,exist,exist
Streptococcus.suis_P16,Streptococcus.suis,0.94005994,0.569936134,P16,0.004695368,7,1,exist,exist
Streptococcus.suis_P18,Streptococcus.suis,0.654345654,0.46361187,P18,0.006713963,8,1,exist,exist
Streptococcus.suis_P21,Streptococcus.suis,0.350649351,0.304671978,P21,0.010361705,8,1,exist,exist
Streptococcus.suis_P22,Streptococcus.suis,0.37962038,0.176679483,P22,0.002262148,8,1,exist,exist
Streptococcus.suis_P25,Streptococcus.suis,0.37962038,0.216908083,P25,0.005043002,7,1,exist,exist
TM7.phylum.sp..oral.taxon.952_P03,TM7.phylum.sp..oral.taxon.952,0.41958042,0.412753737,P03,0.049509121,8,1,exist,exist
TM7.phylum.sp..oral.taxon.952_P05,TM7.phylum.sp..oral.taxon.952,0.856143856,0.394844386,P05,0.011249727,7,1,exist,exist
TM7.phylum.sp..oral.taxon.952_P07,TM7.phylum.sp..oral.taxon.952,0.625374625,0.448897145,P07,0.005929865,6,1,exist,exist
TM7.phylum.sp..oral.taxon.952_P11,TM7.phylum.sp..oral.taxon.952,0.856143856,0.839293713,P11,0.025414589,8,1,exist,exist
TM7.phylum.sp..oral.taxon.952_P14,TM7.phylum.sp..oral.taxon.952,0.350649351,0.14430466,P14,0.049324031,8,1,exist,exist
TM7.phylum.sp..oral.taxon.952_P16,TM7.phylum.sp..oral.taxon.952,0.350649351,0.173610271,P16,0.039335304,7,1,exist,exist
TM7.phylum.sp..oral.taxon.952_P26,TM7.phylum.sp..oral.taxon.952,0.350649351,0.145818882,P26,0.158134273,8,1,exist,exist
Treponema.brennaborense_P03,Treponema.brennaborense,0.625374625,0.319499735,P03,0.000165364,4,1,exist,exist
uncultured.phage_P11,uncultured.phage,0.739260739,0.766121,P11,0.003581208,8,1,exist,exist
Veillonella.atypica_P03,Veillonella.atypica,0.41958042,0.46564538,P03,0.209166955,8,1,exist,exist
Veillonella.atypica_P05,Veillonella.atypica,0.758241758,0.459414377,P05,0.121950007,8,1,exist,exist
Veillonella.atypica_P07,Veillonella.atypica,0.739260739,0.496943987,P07,0.086260456,8,1,exist,exist
Veillonella.atypica_P11,Veillonella.atypica,0.576423576,0.58255695,P11,0.763554573,8,1,exist,exist
Veillonella.atypica_P19,Veillonella.atypica,0.654345654,0.200420668,P19,0.099615085,8,1,exist,exist
Veillonella.atypica_P25,Veillonella.atypica,0.654345654,0.747144631,P25,3.032261812,8,1,exist,exist
