,P03_210705_17,P03_210705_21,P03_210706_09,P03_210706_13,P03_210706_17,P03_210706_21,P03_210707_09,P03_210707_13,P05_210705_17,P05_210705_21,P05_210706_09,P05_210706_13,P05_210706_17,P05_210706_21,P05_210707_09,P05_210707_13,P07_210705_17,P07_210705_21,P07_210706_09,P07_210706_13,P07_210706_17,P07_210706_21,P07_210707_09,P07_210707_13,P08_210705_17,P08_210705_21,P08_210706_09,P08_210706_13,P08_210706_17,P08_210706_21,P08_210707_09,P08_210707_13,P09_210705_17,P09_210705_21,P09_210706_09,P09_210706_13,P09_210706_17,P09_210706_21,P09_210707_09,P09_210707_13,P11_210705_17,P11_210705_21,P11_210706_09,P11_210706_13,P11_210706_17,P11_210706_21,P11_210707_09,P11_210707_13,P06_day1_09,P06_day1_13,P06_day1_17,P06_day1_21,P06_day2_09,P06_day2_13,P06_day2_17,P06_day2_21,P13_day1_09,P13_day1_13,P13_day1_17,P13_day1_21,P13_day2_09,P13_day2_13,P13_day2_17,P13_day2_21,P14_day1_09,P14_day1_13,P14_day1_17,P14_day1_21,P14_day2_09,P14_day2_13,P14_day2_17,P14_day2_21,P15_day1_09,P15_day1_13,P15_day1_17,P15_day1_21,P15_day2_09,P15_day2_13,P15_day2_17,P15_day2_21,P16_day1_09,P16_day1_13,P16_day1_17,P16_day1_21,P16_day2_09,P16_day2_13,P16_day2_17,P16_day2_21,P17_day1_09,P17_day1_13,P17_day1_17,P17_day1_21,P17_day2_09,P17_day2_13,P17_day2_17,P17_day2_21,P18_day1_09,P18_day1_13,P18_day1_17,P18_day1_21,P18_day2_09,P18_day2_13,P18_day2_17,P18_day2_21,P19_day1_09,P19_day1_13,P19_day1_17,P19_day1_21,P19_day2_09,P19_day2_13,P19_day2_17,P19_day2_21,P20_day1_09,P20_day1_13,P20_day1_17,P20_day1_21,P20_day2_09,P20_day2_13,P20_day2_17,P20_day2_21,P21_day1_09,P21_day1_13,P21_day1_17,P21_day1_21,P21_day2_09,P21_day2_13,P21_day2_17,P21_day2_21,P22_day1_09,P22_day1_13,P22_day1_17,P22_day1_21,P22_day2_09,P22_day2_13,P22_day2_17,P22_day2_21,P23_day1_09,P23_day1_13,P23_day1_17,P23_day1_21,P23_day2_09,P23_day2_13,P23_day2_17,P23_day2_21,P24_day1_09,P24_day1_13,P24_day1_17,P24_day1_21,P24_day2_09,P24_day2_13,P24_day2_17,P24_day2_21,P25_day1_09,P25_day1_13,P25_day1_17,P25_day1_21,P25_day2_09,P25_day2_13,P25_day2_17,P25_day2_21,P26_day1_09,P26_day1_13,P26_day1_17,P26_day1_21,P26_day2_09,P26_day2_13,P26_day2_17,P26_day2_21,P27_day1_09,P27_day1_13,P27_day1_17,P27_day1_21,P27_day2_09,P27_day2_13,P27_day2_17,P27_day2_21
Streptococcus.sp..116.D4,0.012486588,0.003002168,0.000584371,0.000171172,8.00E-05,0.000849676,0.00025511,0.000136843,0.002193279,0.001759751,5.28E-05,0.000251835,0.001195025,0.001001729,0.000308663,1.42E-05,0.002547891,0.020633475,0.000163023,4.78E-05,0.004290398,0.002633539,0.000199896,0.000115561,0.002298936,0.016753367,0.011006921,0.001928564,0.000388759,0.036378099,0.006691652,0.004118693,0.000134236,0.002581767,0.00011088,2.35E-05,0.000943201,0.000949223,0.000351022,0.000947761,0.000178587,0.002565746,0.001073336,9.51E-05,0.003678186,0.003267419,4.82E-05,5.05E-05,0.011764532,0,0.00141941,0.001972022,0.017063533,0,0.006632613,0.000681214,0.002406191,0.002270854,0.000538035,0.017336671,0.002701326,0.004011085,0.001490471,0.016761489,0.004820737,0.00322851,0.003738873,0.032161858,0.006433413,0.006366123,8.72E-05,0.011549453,0.000689462,0.00060126,0.004059474,0.010297022,0.005831719,0.000763981,0.002116563,0.001797525,0.006443775,0.000515856,0.001133357,7.25E-05,0.003755836,0.012044152,0.000385421,0.001386778,0.025732159,0.012105018,0.049127253,0.017076612,0.034897403,0.040757328,0.013427763,0.070858692,0.010002014,0.017329414,0.013718932,0.001308043,0.007731593,0.000485199,0.002815063,0.009254923,0.002242762,0.000374937,0.000247606,0.003964011,0.006779349,0.006292406,0.000319805,0.000388913,0.01673152,0.004698268,0.006239226,0.022559869,0.045361903,0.00704421,0.009930033,0.051581073,0.006552853,0.000470968,0.00325791,0.000932259,0.011153269,0.000452509,0.006627571,0.002028935,0.00179061,0.001517497,0.001848286,0.004152466,0.00121403,0.001040704,0.001692563,0.001791732,0.019997643,0.00117106,0.004306146,0.007980607,0.009226407,0.002185824,0.009472441,0.016819389,0.00262913,0.000996552,0.000283442,0.000165599,0.002941531,3.62E-05,0.000165986,0.001642612,0.003506943,0.000120841,0.002758758,0.003455284,0.009101064,0.002230948,0.004742552,0.001368472,0.020856903,0.003481831,0.001186503,0.007009469,0.036466659,0.004907141,0.003509216,0.034189755,0.043940368,0.000826404,0.049785358,0.009562989,0.063776725,0.022058773,0.017512818,0.013678413
Streptococcus.sp..I.P16,0.414349557,0.013133279,0.009321653,0.0056051,0.002885691,0.015048908,0.004917776,0.001578194,0.01454554,0.001662887,0.00118423,0.005483798,0.000754386,0.00448337,0.004190449,2.46E-05,0.001329042,0.012581512,0.001823096,0.000747747,0.038689619,0.004367172,0.001455384,0.001056734,0.007035361,0.120525026,0.113923418,0.053266404,0.001757723,0.230233307,0.063694247,0.028873832,0.000513451,0.017410808,0.001694809,0.000535486,0.018478575,0.006838879,0.004940871,0.021444254,0.005483757,0.022447259,0.028195497,0.002574078,0.072866037,0.00691262,0.001164701,0.001360307,0.179775916,0,0.012664746,0.014847733,0.229329624,0,0.080142385,0.002095113,0.004179988,0.012593564,0.002437995,0.125637793,0.002053379,0.007968113,0.004037023,0.124665545,0.026774998,0.033489246,0.053042713,0.526295789,0.052777565,0.097514309,0.001495789,0.394976025,0.017705949,0.043914414,0.086995074,0.608830163,0.116224201,0.009443079,0.056987904,0.021576314,0.045189274,0.007247804,0.022913256,0.000797535,0.042045611,0.056872884,0.004097492,0.007576524,0.260432488,0.029401047,0.181840675,0.064070454,0.204250568,0.08184931,0.028271605,0.161472697,0.213164094,0.052886365,0.077442181,0.030994179,0.1754317,0.012503715,0.016073523,0.034840589,0.004342518,0.000535321,0.000273886,0.001126214,0.010669901,0.003404059,0.001222786,0.000177243,0.407723094,0.082794768,0.073970937,0.101782824,0.578232757,0.066198623,0.146561158,0.285445464,0.060762463,0.003417085,0.01163881,0.004339074,0.114179364,0.002601123,0.022135644,0.007309316,0.018291845,0.019388512,0.01571559,0.046663816,0.016313289,0.013235082,0.008359748,0.015251599,0.368846057,0.02290615,0.079718091,0.053096056,0.101110756,0.030231529,0.02308065,0.034524006,0.011313424,0.002563058,0.000830024,0.000760497,0.033831729,0.000228878,0.001774059,0.001866541,0.041592914,0.001676054,0.042866096,0.028607326,0.121223018,0.042802092,0.067844959,0.003998876,0.216367622,0.02393226,0.01219534,0.028854307,0.372492064,0.042757985,0.021174527,0.187804773,0.316757841,0.002076128,0.221732358,0.013814329,0.208499799,0.120919096,0.065886266,0.034950696
Capnocytophaga.gingivalis,0.05585892,0.003709129,0.00224067,0.000881389,0.000228696,0.0085384,0.000826842,0.000349354,0.002261258,0.002662141,1.23E-05,0,3.38E-05,0.000466573,8.37E-05,2.89E-06,0.002494088,0.012719573,0.00258076,0.000896882,0.030469826,0.001656229,0.000725876,0.000304167,0.015700683,0.042269184,0.040512877,0.03086699,0.000308511,0.054133289,0.026334498,0.013526871,0.000326272,0.00374589,0.000254121,4.93E-05,0.00228862,0.005011751,0.001850515,0.005385666,5.26E-05,0.002992156,0.00210234,0.000263399,0.008499534,0.000582671,9.96E-05,8.49E-05,0.006812926,0.00101207,0.008251512,0.003589458,0.007729602,0.001633896,0.004612097,0.000275391,0.004440804,0.012209336,0.002960299,0.12391072,0.004352617,0.004061822,0.0022367,0.044641263,0.001044928,0.001337235,0.001225346,0.01425805,0.001649841,0.004146296,2.93E-05,0.00541608,0.001557575,0.002623409,0.002998908,0.007179815,0.004104583,0.001006967,0.00151752,0.000711395,0.023457738,0.000946404,0.0168962,0.000346076,0.007918437,0.049491068,0.000664221,0.005019136,0.02189154,0.004671915,0.01575487,0.013412606,0.057443308,0.01056291,0.001964864,0.025063241,0.003118507,0.000722504,0.001405468,0.000419525,0.001100207,0.00014103,5.87E-05,0.002982646,0.000340801,0.000658933,0.000282627,0.000147256,0.00142576,0.000524196,0.000152652,0.000312553,0.012253333,0.004191621,0.002160426,0.003912348,0.023233197,0.000734262,0.002128903,0.012773995,0.049941557,0.00303985,0.022942856,0.006298992,0.037197197,0.001937103,0.017849324,0.020615985,0.001770706,0.002728682,0.002328712,0.003960455,0.001361678,0.000732559,0.00089087,0.000793495,0.008881408,0,0.001192901,0.002339828,0.004691859,0.000576721,0.003055,0.002881031,0.005011206,0.000561797,0.000169039,0.00016714,0.010011796,0.000103892,0.001032422,0.001423029,0.002167792,0.000211555,0.003629514,0.00191089,0.003180972,0.001681543,0.006797528,0.000847507,0.013742818,0.002915967,0.001549385,0.002545128,0.020801204,0.003288715,0.001195577,0.046587485,0.047862419,0.000174556,0.007657937,0.000256119,0.007425686,0.005305751,0.001054675,0.001913902
Fusobacterium.nucleatum,0.008103901,0.023573484,0.003629062,0.000600591,0.000263824,0.00099236,0.00288813,0.001229074,0.00841462,6.08E-05,1.61E-05,0,7.97E-05,9.65E-05,0.000186586,0,0.000589469,0.013956815,0.003499769,0.000466481,0.051574699,0.000527062,0.000131457,6.52E-05,0.001452931,0.002094167,0.011093731,0.074859758,8.89E-05,0.03615187,0.007147623,0.008746855,0.000124468,0.001084989,9.06E-05,2.38E-05,0.000403213,0.000744679,0.000392188,0.001578512,0.000659,0.004435947,0.010855585,0.001241025,0.007917097,0.011130072,0.000760767,0.001206052,0.081775189,0.029856706,0.107919189,0.074572399,0.045853807,0.00946574,0.037287562,0.004212646,0.004932923,0.000957313,0.000539698,0.034695294,0.013183323,0.001239268,0.013517722,0.050988555,0.005787947,0.007354795,0.007723058,0.027580888,0.010605745,0.002716655,0.001988893,0.010038905,0.003273983,0.010187987,0.004607885,0.020019162,0.009859385,0.0106634,0.003394297,0.002437981,0.0198043,0.000586684,0.001463573,0.00033228,0.006243903,0.009739054,0.002849938,0.007694537,0.069937693,0.04612,0.064882123,0.026043221,0.090843706,0.144706578,0.005884045,0.112626557,0.002726231,0.003314704,0.001128979,0.000454296,0.003669183,0.000141108,0.000208872,0.004631655,0.001217099,0.000185801,9.62E-05,0.000633378,0.006906898,0.001782112,0.000175634,0.000527526,0.00862723,0.003800682,0.000909995,0.002204977,0.011076231,0.000739943,0.000516048,0.001478824,0.163369074,0.0076648,0.040674548,0.008541539,0.173463897,0.010454622,0.064519126,0.099280917,0.003428862,0.005016476,0.006452156,0.01865227,0.013195736,0.007345929,0.013217186,0.003210717,1.203517629,0.601810823,0.373377886,0.94177366,1.26946326,0.232529941,0.966111025,1.391214565,0.026395105,0.000242151,0.000156093,5.44E-05,0.108900701,0.000264556,0.000844444,0.000366542,0.006873052,0.006824507,0.011940348,0.010036172,0.014997694,0.004392214,0.022669944,0.005661538,0.034959886,0.007643092,0.000324902,0.015785171,0.025517884,0.016538627,0.003286851,0.054061962,0.028626139,0.000176206,0.003419814,0.000674868,0.006277996,0.00251233,0.000652162,0.000956015
Streptococcus.koreensis,0.364261642,0.012905598,0.008622314,0.004984065,0.00263684,0.012968043,0.004160331,0.001530782,0.009862058,0.001668174,0.000691827,0.003290918,0.001341843,0.005139808,0.00239011,1.49E-05,0.001246868,0.01171373,0.001963549,0.000803291,0.039672134,0.004286813,0.001472366,0.000996295,0.004660143,0.094017237,0.076704409,0.03854561,0.001167924,0.166016792,0.040899695,0.021298494,0.000607985,0.018146636,0.001401687,0.000430872,0.01566774,0.007402604,0.005109707,0.018483182,0.004827452,0.014103915,0.024798176,0.002686665,0.069518298,0.009042015,0.001000639,0.001391285,0.117083987,0,0.003584371,0.004564855,0.185763836,0,0.062291787,0.001524167,0.001802066,0.004846485,0.001377657,0.074344971,0.00156056,0.004322383,0.002065288,0.053952028,0.023437697,0.029239485,0.047244679,0.377747312,0.054873341,0.080078105,0.0013807,0.38102855,0.018564597,0.050997448,0.091823582,0.729392223,0.125146592,0.011363806,0.064528902,0.024737313,0.046198195,0.006025107,0.023722129,0.000561919,0.031829019,0.04683197,0.002896336,0.006793228,0.181642153,0.015642088,0.165076859,0.059616181,0.150754713,0.052307615,0.021231171,0.102712534,0.152907654,0.035924213,0.06617212,0.022673833,0.114110555,0.009937703,0.013927789,0.025021173,0.004141462,0.000549652,0.000264227,0.001179916,0.009541759,0.003480413,0.001136043,0.000184916,0.393850497,0.074224982,0.063486096,0.093245958,0.49828036,0.057911202,0.133570419,0.267137153,0.019274733,0.001394494,0.004221828,0.002083223,0.087638212,0.001306861,0.011823178,0.002755392,0.016594118,0.019363561,0.015700205,0.047195425,0.015145883,0.013998142,0.007816846,0.016420056,0.267787472,0.018536897,0.061623906,0.041366028,0.081193449,0.025605209,0.022398555,0.018992232,0.014365521,0.003423051,0.00074157,0.001263346,0.038105746,0.000217141,0.001673107,0.003388732,0.042998709,0.001275816,0.049017333,0.055801481,0.121279717,0.048592059,0.098104133,0.005563575,0.195188874,0.018461582,0.011428133,0.02525347,0.326665101,0.035013085,0.020880231,0.141754832,0.33870601,0.001638262,0.237450837,0.009684272,0.180365434,0.120466855,0.058707741,0.030030769
Streptococcus.sp..A12,0.03835808,0.001709677,0.00129309,0.000643803,0.000395549,0.001544879,0.000695245,0.000174466,0.001391001,6.91E-05,0.000109256,0.000330758,0.000200117,0.000469808,0.000302443,5.92E-06,0.000421588,0.004238984,0.000551181,0.000265562,0.013400799,0.001428741,0.000454063,0.000260916,0.000844893,0.007715366,0.011125292,0.004017486,0.000191898,0.03081385,0.006806121,0.00388308,0.000700882,0.022103296,0.001443287,0.001175237,0.037500408,0.010428091,0.005559193,0.02979774,0.002226691,0.009086719,0.012803437,0.001418658,0.046693211,0.005491706,0.000657523,0.000768688,0.025360008,0,0.001284686,0.001490617,0.029843282,0,0.009785283,0.000282582,0.001431377,0.006014146,0.002266342,0.109091478,0.002339733,0.007412611,0.001701608,0.074911768,0.030631361,0.027878763,0.073507432,0.373491293,0.031694217,0.083828969,0.00151359,0.319959309,0.002364757,0.002923704,0.009986375,0.035635885,0.013842766,0.000877123,0.009222892,0.002368645,0.01174465,0.001574144,0.003917012,0.000169421,0.013158901,0.040476477,0.001180146,0.001984109,0.063504676,0.005591392,0.051067508,0.019154554,0.053944507,0.026463606,0.008873787,0.035770773,0.033253851,0.007595641,0.010555811,0.00426935,0.027584655,0.001447191,0.002622751,0.00423408,0.00102599,0.000106668,5.16E-05,4.67E-05,0.002079816,0.001161765,0.000318339,5.49E-05,0.064714869,0.008802295,0.010255387,0.020882555,0.087881529,0.009189437,0.020493133,0.04989944,0.008513223,0.00046511,0.001693221,0.000825501,0.018045208,0.000332948,0.003346,0.001238778,0.003921712,0.005152645,0.004885464,0.012494978,0.003307587,0.001943238,0.001574707,0.005041957,0.048789885,0.001615033,0.007332996,0.005606577,0.011618441,0.010699579,0.004371155,0.006541507,0.002112915,0.00045696,0.000140752,0.0002239,0.006989265,4.33E-05,0.000428772,0.000511793,0.028654071,0.000753636,0.030617935,0.020155558,0.084947816,0.017622373,0.036341677,0.001980778,0.078469431,0.011678547,0.004868545,0.021022798,0.140696813,0.0202673,0.019365067,0.083123702,0.302054226,0.001605869,0.238341341,0.009578838,0.183291814,0.133468247,0.072511781,0.032490499
Mogibacterium.diversum,0.057375153,0.001394603,0.00622568,0.000691126,0.000160493,0.001949356,0.002732876,3.72E-05,0.004649494,3.29E-05,0.000555462,0.000867255,0.000119894,0.000274916,0.002669411,7.81E-06,0.00029703,0.004515092,0.003874311,0.001780099,0.01676158,0.000578026,0.001076973,0.000205291,0.000443463,0.003692355,0.042444687,0.004615439,0.000122614,0.023645904,0.061794062,0.002794958,0.000403447,0.005898238,0.001750929,1.34E-05,0.001336889,0.002487671,0.006397669,0.001556958,0.003085838,0.014242537,0.032471374,0.001774487,0.033652691,0.004580855,0.0015571,0.000869377,0.20884841,0.000706001,0.002345635,0.005830719,0.141073349,0.000232047,0.005093011,0.000952516,0.000105606,0.002240896,0.000264513,0.272432348,0.000326629,0.001507892,0.001004439,0.099948926,0.009822434,0.01094875,0.014315031,0.156450253,0.006819765,0.016097817,0.000881686,0.120919705,0.012913436,0.000844708,0.00894314,0.004839346,0.026909364,0.00045688,0.002026748,0.000541061,0.076304671,0.001054276,0.00123961,0.00012902,0.016481027,0.018175996,0.001200471,0.000924239,0.176870179,0.004970127,0.025844199,0.022100125,0.088514031,0.018127252,0.005080011,0.015443242,0.012680027,0.000673758,0,0.0002376,0.04345751,0.000487456,0.001580086,0.002274728,0.000499134,8.85E-05,8.95E-05,0.000316944,0.002145047,0.000432159,0.00027358,5.90E-05,0.03134474,0.000813775,0.002001782,0.000848261,0.068761371,0.002756415,0.004170992,0.008360762,0.157752995,0.001704777,0.003936393,0.002605652,0.191573275,0.002904315,0.028235768,0.005209902,0.007129028,0.002976865,0.00348002,0.008839959,0.005975134,0.001200511,0.002148305,0.002120909,0.059501085,0.014225321,0.005858592,0.00845368,0.01761751,0.00397194,0.007445379,0.004138733,0.031971552,0.002620914,0.00088312,0.001151766,0.177385435,0.000238425,0.000201167,0.002195064,0.093969452,0.001649005,0.034777464,0.018235068,0.060031814,0.025141342,0.034813869,0.001455299,0.028111468,0.002284998,0.000331556,0.000848377,0.02988864,0.004108142,0.001143025,0.025469532,0.029742794,0,0.005898803,0.000110985,0.008033813,0.002774681,0.00054298,0.000452753
Lautropia.mirabilis,0.151638436,0.041165167,0.012346982,0.004915056,0.000818563,0.004631575,0.002182633,0.00265138,0.004008185,0.003827964,7.41E-05,0.000700129,0.000256639,0.000809438,0.000239958,0.0001354,0.00075994,0.027303555,0.00029471,0.000258079,0.003673517,0.002878309,6.27E-05,4.19E-05,0.001069071,0.034443597,0.015934318,0.002071815,0.000854374,0.016561007,0.004471915,0.002097949,0.000959101,0.014230853,0.000562003,0.000561293,0.009527267,0.005634793,0.003372676,0.07096251,9.08E-05,0.001799671,0.008604135,0.00240311,0.008407748,0.001085545,4.73E-05,0.000671944,0.007263054,0,0.002179636,0,0.021639542,0.000620981,0.00235781,0.000155674,0.022402966,0.018729819,0.001990465,0.033275589,0.01273299,0.006205113,0.004989026,0.024595785,0.005341497,0.003732731,0.012520518,0.010089231,0.012950119,0.003425728,0.000276345,0.070792063,0.000677334,0.001974662,0.007494902,0.078525677,0.017140876,0.001383569,0.001881014,0.001751435,0.063172762,0.015643027,0.169407836,0.014709753,0.031296502,0.01324061,0.0136615,0.089640858,0.034037491,0.053597278,0.109818423,0.281067795,0.014185016,0.116834808,0.004912435,0.179024561,0.014323655,0.012482895,0.059434439,0.007488748,0.028845166,0.01419405,0.020371198,0.16316228,0.004569175,0.003382768,0.000442164,0.001412823,0.02864857,0.02544548,0.002969228,0.002443593,0.005494876,0.0013015,0.001067617,0.002900448,0.006100258,0.002434536,0.001077932,0.010072587,0.457850141,0.005672546,0.060937856,0.02669608,0.031968081,0.005550206,0.061731583,0.02157014,0.004770694,0.004798553,0.003164539,0.018194454,0.005607428,0.002300393,0.004506556,0.004690996,0.003413688,0.002963304,0.024368061,0.014393127,0.003574498,0.001279061,0.00195529,0.007219811,0,0.000605606,0.000160028,0.000278891,0.000636295,0.000187048,0.024072522,0.001518466,0.002015644,0.000568361,0.001802413,0.010889185,0.011687678,0.009266161,0.012523483,0.001089631,0.016815793,0.00544963,0.004684886,0.04263397,0.030332032,0.005101196,0.005210286,0.014931887,0.035705663,0.001116896,0.018083684,0.001271175,0.009807939,0.009413423,0.005686515,0.021556655
Pauljensenia.hongkongensis,0.043592816,0.004330537,0.001259507,0.000836717,0.004665284,0.001310338,0.001323952,0.000140973,0.002872103,0.000121702,0.000311702,0.001066507,7.82E-05,0.000217426,0.000670263,6.94E-06,0.000128089,0.001917011,0.000733043,0.000641544,0.009442976,0.000493825,0.000475341,0.000169291,0.000326926,0.003196369,0.014564364,0.002032618,0.000139353,0.010893677,0.007061772,0.001088486,0.00018108,0.001972706,0.000238081,2.21E-05,0.001232957,0.000884996,0.000970596,0.001221877,0.000456366,0.002269858,0.008821756,0.001138797,0.008669766,0.001132273,0.000263956,0.00040811,0.034974982,0.00055278,0.003188596,0.004595218,0.036767929,0.00035873,0.005911241,0.000523567,0.000550256,0.001960541,0.000481071,0.025840346,0.002441971,0.000647729,0.003189298,0.014932964,0.001773313,0.004516283,0.004419219,0.040063635,0.001859994,0.008395334,0.000211053,0.020208493,0.002783876,0.002100064,0.002653787,0.004583832,0.006419087,0.000124456,0.000869332,0.00030099,0.031757817,9.67E-05,0.000174743,1.66E-05,0.000762204,0.003837721,0.00011189,0.000178075,0.046001034,0.001838947,0.008459519,0.00386848,0.013317885,0.003266942,0.000802926,0.007571456,0.000933578,0.000312004,0.000312849,0.000329701,0.002845739,9.27E-05,0.000319705,0.00097884,0.001058764,0.001028778,0.000251165,0.000328076,0.005612764,0.000873317,0.000629768,0.000190958,0.015794481,0.001393422,0.001729431,0.001069509,0.014472736,0.000831583,0.001225683,0.005549404,0.021015754,0.000511349,0.001582626,0.00153873,0.038170282,0.000624345,0.00738412,0.00149087,0.001270748,0.001094128,0.000839139,0.003125451,0.000912024,0.000525045,0.000296434,0.00050438,0.013459529,0.001863784,0.001697378,0,0.005944831,0.000934171,0,0,0.014265549,0.000543972,0.000528446,0.001567761,0.049100846,0.00033433,3.99E-05,0.000787088,0.006079623,0.001294398,0.005280488,0.006489658,0.018182574,0.003145953,0.010756052,0.002755754,0.011614971,0.001022081,0.00070012,0.000848937,0.012498265,0.001618431,0.001078976,0.010089696,0.013245921,6.41E-05,0.007253162,0.000442867,0.008024668,0.005331986,0.001442433,0.000984548
Actinomyces.sp..oral.taxon.169,0.167263687,0.026795054,0.00612599,0.00382231,0.002243995,0.003600176,0.003324125,0.000448775,0.021075031,0.013051116,0.000922155,0.004062287,0.002377851,0.014279079,0.012346286,0.000194375,0.000469974,0.012527611,0.000429007,0.000278912,0.00146253,0.001929213,0.000206546,0.000105739,0.010489436,0.053236021,0.048342718,0.028209336,0.002545826,0.150632763,0.026915426,0.011223169,0.000207255,0.004574351,0.000245001,6.14E-05,0.002111041,0.001516494,0.000309578,0.005314252,0.000745444,0.034497763,0.016277326,0.002376449,0.020820782,0.007476601,0.000667518,0.001041321,0.060881235,0.001655277,0.006548941,0.010915781,0.253417072,0.001940953,0.029142072,0.000290197,0.005603008,0.025430041,0.000198956,0.042664738,0.001314703,0.002251641,0.000775427,0.023833896,0.00272294,0.0029232,0.004474808,0.013893488,0.007781475,0.00960867,0.00036204,0.027898004,0.005098942,0.007744153,0.01371649,0.029723402,0.029435975,0.004549401,0.001962355,0.002931349,0.004291904,0.001063051,0.001276069,9.54E-05,0.003019298,0.009245102,0.000389116,0.001809048,0.00394624,0.000331665,0,0.001141966,0.00156557,0,0,0.003657698,0.008106363,0.002470001,0.016717477,0.012766034,0.013462815,0.015099147,0.004206224,0.012872517,0.018686149,0.003063891,0.001603683,0.000884045,0.042609716,0.019724316,0.007179669,0.000749609,0.025507409,0.008404868,0.008439484,0.021129686,0.048255658,0.001937329,0.003788673,0.050054669,0.024283052,0.002626419,0.001926354,0.00148097,0.019376548,0.000361096,0.007042829,0.003664825,0.000503276,0.002044919,0.001111971,0.00428571,0.001316465,0.000598821,0.000444091,0.002507502,0.028777786,0.05529343,0.039608202,0.055829243,0.076501589,0.007201573,0.027653538,0.026896063,0.076109192,0.006805012,0.010321469,0.003800144,0.064543154,0.003960265,0.001068133,0.004470668,0.002897093,0.000231237,0.007199766,0.002944754,0.010418812,0.001855252,0.006220523,0.001417528,0.029828037,0.006839818,0.008648444,0.021843157,0.044438273,0.013748013,0.023225402,0.022888444,0.010924578,0.000156405,0.004244682,0.000571501,0.00884314,0.002606027,0.000694658,0.00161082
Streptococcus.sp..I.G2,0.317219821,0.010519319,0.006504932,0.004426092,0.002290015,0.011018994,0.003669332,0.00125705,0.007231406,0.001599672,0.000584456,0.003002864,0.000682918,0.00279383,0.001942231,1.72E-05,0.001287838,0.011260117,0.001243003,0.000546231,0.027079295,0.00296118,0.000892064,0.000707228,0.004400381,0.049323231,0.052209504,0.02500433,0.00086658,0.113278135,0.031051566,0.014248644,0.000361981,0.013482276,0.001293206,0.000428669,0.01417133,0.005623203,0.004126873,0.017673024,0.004262046,0.012707144,0.022811363,0.002187493,0.058887619,0.006259497,0.000933601,0.001141556,0.08396522,0,0.00545869,0.008817608,0.11609275,0,0.048448787,0.00084831,0.001887048,0.004123941,0.000780302,0.045087048,0.001681607,0.003207825,0.001398309,0.047431336,0.019230756,0.022131639,0.038864234,0.32688909,0.035158561,0.068411157,0.001069963,0.281083242,0.015249206,0.03817435,0.072481187,0.558091117,0.097610239,0.009065938,0.049028339,0.017359645,0.031032651,0.004563223,0.016219622,0.000428405,0.025147553,0.035302346,0.002596869,0.005500132,0.126711692,0.00767332,0.102833491,0.032603066,0.091296686,0.02659945,0.011158822,0.062629671,0.110944779,0.030534813,0.038362318,0.019534118,0.100954649,0.007587361,0.010422508,0.012729085,0.003036877,0.000504813,0.000146632,0,0.005954063,0.003100699,0.000912352,0.000168031,0.251286117,0.052406607,0.045458147,0.063424952,0.354795936,0.041531386,0.090468193,0.186940162,0.038531168,0.0024423,0.008141784,0.003346785,0.07909416,0.001840328,0.014243177,0.005605659,0.012449439,0.012718104,0.010605978,0.031989082,0.01026751,0.007878273,0.004321257,0.009129987,0.227242546,0.017942069,0.049786874,0.038317459,0.067117899,0.020366771,0.021639611,0.019199155,0.005386108,0.001246709,0.000394709,0.000626019,0.013196356,0.000113459,0.001198437,0.001481687,0.023990298,0.001030944,0.023005012,0.016959543,0.079475449,0.023738541,0.045027418,0.003566093,0.173588634,0.014756538,0.008812836,0.022251657,0.278065635,0.031274986,0.01727412,0.121076294,0.202830848,0.000975471,0.136707355,0.004338627,0.106364662,0.079708661,0.040607682,0.020062297
