species,rhythmic_p,mesor,amplitude,phase_radians,peak_time_hours,people
Haemophilus.influenzae,0.861854468,0.008993979,0.001225965,0.986912444,3.769727851,P21
Campylobacter.rectus,0.198091866,0.093107154,0.064976818,1.365686172,5.216536919,P21
Inoviridae.sp.,0.120728252,0.007315371,0.006168258,1.139624509,4.353044971,P21
Streptococcus.sp..oral.taxon.064,0.802792702,0.010767251,0.001938028,1.612232598,6.158274896,P21
Haemophilus.parahaemolyticus,0.449224307,0.008765518,0.004201102,5.324241052,20.33710276,P21
Aggregatibacter.aphrophilus,0.406133432,0.011154253,0.00579054,1.45768099,5.567931239,P21
Fusobacterium.pseudoperiodonticum,0.199630658,0.041786614,0.029166606,1.495996795,5.714286835,P21
Prevotella.sp..oral.taxon.299,0.005565485,0.010275201,0.014378261,1.391571515,5.315411647,P21
Selenomonas.sp..oral.taxon.126,0.535346033,0.012829955,0.004840863,1.44153353,5.506252487,P21
TM7.phylum.sp..oral.taxon.952,0.138117834,0.027205494,0.025220304,1.392764857,5.319969876,P21
Prevotella.histicola,0.022443084,0.552234307,0.717848196,1.393488325,5.322733321,P21
Prevotella.veroralis,0.044260559,0.096267414,0.126217016,1.399897448,5.347214369,P21
Tannerella.forsythia,0.433594506,0.037503843,0.020465047,0.935725577,3.574208422,P21
Leptotrichia.sp..oral.taxon.212,0.018645324,0.002796909,0.003219879,1.371121297,5.237297567,P21
Campylobacter.gracilis,0.213283881,0.001089101,0.000868112,1.439636108,5.499004867,P21
Schaalia.cardiffensis,0.26920123,0.050253202,0.031683977,1.186324975,4.531427613,P21
Caudovirales.sp.,0.020487102,0.003047342,0.00341137,1.362776252,5.205421843,P21
Haemophilus.haemolyticus,0.485979219,0.029327592,0.018524967,4.719739589,18.02807726,P21
Streptococcus.equi,0.14567244,0.003438599,0.002605033,1.427596401,5.453016574,P21
Streptococcus.infantis,0.010958377,0.001597641,0.002195639,1.392066583,5.317302667,P21
Porphyromonas.gingivalis,0.037699449,0.005822352,0.00577524,1.407957082,5.377999902,P21
Treponema.medium,0.122800593,0.104591996,0.087779472,1.333821746,5.094823778,P21
Campylobacter.blaseri,0.112847751,4.11E-05,4.76E-05,1.369518453,5.231175154,P21
Streptococcus.agalactiae,0.947019357,2.012715257,0.063212394,5.669652292,21.65647651,P21
Lachnospiraceae.bacterium.oral.taxon.500,0.37921551,0.011805215,0.005219332,1.621523133,6.193762127,P21
Filifactor.alocis,0.066422399,0.058948983,0.060689473,1.410232667,5.386691995,P21
Treponema.sp..OMZ.838,0.127305402,0.043993058,0.036800416,1.350948548,5.160243344,P21
Prevotella.denticola,0.018466867,0.008789261,0.01117616,1.3853475,5.29163766,P21
Treponema.denticola,0.250148336,0.108581797,0.065095498,1.306221697,4.989399358,P21
Fretibacterium.fastidiosum,0.510863613,0.011041501,0.005026789,0.772856396,2.952093977,P21
Olsenella.uli,0.126479046,0.012942716,0.010915431,1.501646101,5.735865594,P21
Actinomyces.sp..oral.taxon.848,0.028511164,0.002508231,0.002141411,1.62213291,6.196091303,P21
Neisseria.meningitidis,0.066863454,0.131991162,0.116262751,1.162314249,4.439713397,P21
Treponema.sp..OMZ.806,0.111345962,0.291350603,0.256948058,1.326592229,5.067209056,P21
Leptotrichia.wadei,0.017151835,0.01512056,0.017628315,1.343707721,5.132585419,P21
Capnocytophaga.sp..FDAARGOS_737,0.059787293,0.007140916,0.006990804,1.289514664,4.925583191,P21
Dialister.pneumosintes,0.163378017,0.061033002,0.045722166,1.429917509,5.461882555,P21
Selenomonas.sp..oral.taxon.920,0.116688596,0.003102931,0.00237055,1.416618299,5.411083313,P21
Actinomyces.radicidentis,0.029564073,0.002336816,0.002660371,1.380051709,5.271409229,P21
Corynebacterium.matruchotii,0.009645116,0.001191975,0.001346347,1.24377702,4.75087826,P21
Selenomonas.sp..oral.taxon.136,0.019472869,0.015611008,0.017744212,1.396261335,5.333325438,P21
Neisseria.sp..oral.taxon.014,0.2150289,0.0034724,0.002344368,1.123581992,4.291767072,P21
Capnocytophaga.endodontalis,0.069933382,0.004338102,0.003709362,1.202447764,4.593012131,P21
Prevotella.scopos,0.018588689,0.004300276,0.005561488,1.390625989,5.311800002,P21
Streptococcus.milleri,0.310816514,0.011165577,0.007534702,1.538138791,5.875257404,P21
Arachnia.rubra,0.003461556,0.002646753,0.002854515,1.215358555,4.642327721,P21
Selenomonas.sp..oral.taxon.478,0.016938377,0.022194113,0.026350242,1.402540497,5.357310072,P21
Capnocytophaga.leadbetteri,0.060888267,0.006108449,0.005962883,1.307187785,4.993089542,P21
Eikenella.corrodens,0.726713645,0.01096874,0.002274053,2.155158415,8.232098757,P21
Aggregatibacter.segnis,0.755486094,0.007939714,0.004009625,3.634536758,13.88290778,P21
Actinomyces.sp..ZJ750,0.044781634,0.002138313,0.002320635,1.382558695,5.280985212,P21
Actinomyces.howellii,0.02472758,0.001388987,0.001606648,1.446175962,5.523985269,P21
Prevotella.enoeca,0.043248395,0.001673269,0.001694632,1.335612151,5.10166262,P21
Kingella.denitrificans,0.1526198,0.027976412,0.033587094,1.36202786,5.202563197,P21
Actinomyces.slackii,0.063047109,0.001828721,0.001992947,1.458985987,5.57291596,P21
Actinomyces.sp..ZJ34,0.071246507,0.002257918,0.002370995,1.398085074,5.34029161,P21
Propionibacterium.acidifaciens,0.201049027,0.001045952,0.001395268,1.418990917,5.420146047,P21
Veillonella.rodentium,0.023071438,0.002023437,0.002594496,1.400179892,5.348293225,P21
Prevotella.sp..oral.taxon.475,0.022243954,0.00290411,0.003566805,1.362420656,5.204063568,P21
Aggregatibacter.sp..oral.taxon.513,0.673128658,0.003435089,0.000939165,2.40964368,9.204160868,P21
Haemophilus.sp..oral.taxon.036,0.879906762,0.00461732,0.00050475,1.408037346,5.378306489,P21
bacterium,0.016399825,0.001766022,0.002295614,1.399032699,5.343911271,P21
Actinomyces.sp..Chiba101,0.092820119,0.000837578,0.000845257,1.421550993,5.429924817,P21
Treponema.putidum,0.244907607,0.010136278,0.006776721,1.304472319,4.982717224,P21
Actinomyces.weissii,0.037582365,0.08776298,0.095388887,1.376991809,5.25972127,P21
Ottowia.sp..oral.taxon.894,0.30882913,0.000923083,0.000914603,1.327412855,5.070343619,P21
Actinomyces.procaprae,0.073627283,0.002015395,0.002070086,1.475173352,5.634747142,P21
Treponema.parvum,0.118378168,0.051330467,0.042275664,1.313162258,5.015910347,P21
Neisseria.lactamica,0.102589441,0.07339219,0.061529529,1.229889713,4.697832654,P21
Prevotella.fusca,0.026384381,0.004552544,0.004743684,1.351362161,5.161823229,P21
Treponema.pedis,0.097458266,0.005312591,0.004285934,1.356929368,5.183088393,P21
Capnocytophaga.sp..oral.taxon.878,0.066555235,0.002053161,0.001797198,1.253755959,4.788995,P21
Mycoplasma.salivarium,0.189936926,0.004418807,0.003095058,1.21758204,4.650820808,P21
Abiotrophia.defectiva,0.094417224,0.006587496,0.004694337,1.26279785,4.823532477,P21
Kingella.oralis,0.023870471,0.001330698,0.001319383,1.034718922,3.952335147,P21
Actinomyces.israelii,0.092418899,0.002876979,0.003005049,1.417298455,5.413681319,P21
Enterococcus.cecorum,0.366808147,4.98E-05,0.000202845,4.542623471,17.35154352,P21
Neisseria.cinerea,0.11582947,0.005314088,0.004356984,1.268252895,4.844369215,P21
Neisseria.gonorrhoeae,0.054392392,0.015039626,0.017075944,1.256131907,4.798070451,P21
Neisseria.sp..KEM232,0.026617118,0.001280824,0.001319614,1.279497897,4.887321961,P21
Fusobacterium.hwasookii,0.077928033,0.00177455,0.001446813,1.146056444,4.377613155,P21
Streptococcus.periodonticum,0.385901171,0.019663731,0.009934422,1.831130036,6.994401519,P21
X.Eubacterium..minutum,0.12332243,0.003878259,0.003068414,1.345599268,5.139810598,P21
Leptotrichia.trevisanii,0.475757332,0.037138738,0.014164856,6.193175452,23.65618768,P21
Neisseria.bacilliformis,0.534864874,0.002497459,0.001162719,5.940081681,22.68944068,P21
Prevotella.multiformis,0.011381332,0.005924328,0.007419929,1.392504463,5.318975244,P21
Leptotrichia.sp..oral.taxon.218,0.026312465,0.003108762,0.003728281,1.364319406,5.211316259,P21
Actinomyces.sp..432,0.055164032,0.001404877,0.001527218,1.454982813,5.557624964,P21
Fusobacterium.necrophorum,0.127803553,0.002563946,0.002180437,1.382715736,5.281585061,P21
Candidatus.Saccharibacteria.bacterium.oral.taxon.957,0.130538494,0.001159958,0.001138171,1.494346036,5.707981399,P21
Peptostreptococcus.anaerobius,0.005262098,0.001121693,0.001575702,1.391289517,5.314334492,P21
Actinomyces.qiguomingii,0.074835987,0.001039521,0.001111317,1.463788089,5.591258642,P21
Porphyromonas.asaccharolytica,0.055417245,0.030780362,0.035999709,1.41201639,5.393505315,P21
Prevotella.dentalis,0.033550758,0.002218165,0.002322362,1.351069173,5.160704094,P21
Bergeyella.cardium,0.056216853,0.003361088,0.003465424,1.351266356,5.16145728,P21
Lactococcus.lactis,0.069578956,0.003344586,0.0028532,1.250170712,4.775300363,P21
Leptotrichia.sp..oral.taxon.221,0.012869622,0.003071961,0.003645597,1.326282265,5.066025081,P21
Streptococcus.dysgalactiae,0.142191211,0.007629239,0.007944105,1.405402115,5.368240647,P21
Clostridioides.difficile,0.2604886,0.002440585,0.001497825,1.45136637,5.54381117,P21
Streptococcus.pseudoporcinus,0.081157581,0.005244882,0.004588335,1.38900686,5.305615385,P21
Enterococcus.faecalis,0.365311312,9.88E-05,0.000334591,4.601907338,17.57799121,P21
Schaalia.sp..ZJ405,0.068820764,0.000757282,0.000836538,1.422001712,5.431646435,P21
Porphyromonas.endodontalis,0.056657425,0.003568271,0.003655803,1.458000938,5.569153353,P21
Bifidobacterium.dentium,0.066887655,0.00115669,0.001315723,1.420369719,5.425412682,P21
Abiotrophia.para.adiacens,0.366675583,1.87E-05,8.80E-05,4.504279362,17.20507981,P21
Porphyromonas.cangingivalis,0.034449995,0.001247183,0.001473265,1.469720622,5.613919248,P21
Corynebacterium.diphtheriae,0.200213561,0.001122811,0.001577273,1.391289279,5.314333585,P21
Actinomyces.wuliandei,0.041764856,0.001023614,0.001145972,1.4242599,5.44027208,P21
Treponema.phagedenis,0.1087066,0.001844949,0.001518229,1.366010474,5.217775663,P21
Corynebacterium.aquilae,0.535750046,2.03E-13,5.66E-05,3.593516983,13.72622378,P21
Actinomyces.marmotae,0.088014977,0.000884264,0.00096317,1.488705361,5.686435607,P21
Peptacetobacter.hiranonis,0.008998331,0.001143696,0.001606612,1.391288921,5.314332218,P21
Streptococcus.pyogenes,0.180936479,0.002532629,0.002058176,1.514372473,5.784476753,P21
Mycoplasma.orale,0.171416989,0.002096194,0.001628603,1.392351384,5.318390529,P21
Slackia.heliotrinireducens,0.603959357,0.00080654,0.00040676,2.13986393,8.173678128,P21
Fusobacterium.sp..oral.taxon.203,0.213180724,0.000763053,0.000764822,5.696262879,21.75812146,P21
Capnocytophaga.sp..oral.taxon.902,0.088102877,0.001225823,0.001166335,1.389261383,5.306587592,P21
Campylobacter.curvus,0.360478548,0.000477485,0.000391816,1.003385642,3.832650833,P21
Ligilactobacillus.salivarius,0.04634561,4.49E-13,0.000375792,4.260463984,16.27377367,P21
Fusobacterium.canifelinum,0.057994875,0.008233659,0.00750483,1.140616082,4.356832505,P21
Bacteroides.heparinolyticus,0.006928588,0.000897655,0.001250784,1.402527117,5.357258962,P21
uncultured.phage,0.070010392,0.004350157,0.005339087,1.406550119,5.372625698,P21
Aggregatibacter.actinomycetemcomitans,0.345208695,8.61E-10,0.000680273,4.260465747,16.2737804,P21
Corynebacterium.vitaeruminis,0.04381255,0.001696113,0.001968475,1.40097754,5.351340016,P21
Lactococcus.cremoris,0.074657677,0.002085819,0.001768962,1.220073502,4.660337493,P21
Actinomyces.gaoshouyii,0.006803825,0.000555002,0.000779641,1.391289284,5.314333605,P21
Berryella.intestinalis,0.050940168,0.003393637,0.003708257,1.423347217,5.436785886,P21
Haemophilus.pittmaniae,0.207935893,2.73E-13,0.00014475,4.260463993,16.2737737,P21
Rothia.nasimurium,0.200213571,7.97E-05,0.000111905,0.17950684,0.68566562,P21
Actinomyces.succiniciruminis,0.200216029,0.001276532,0.001793201,1.391289877,5.31433587,P21
Treponema.brennaborense,0.103776312,0.000731496,0.00062558,1.203941318,4.598717088,P21
Porphyromonas.crevioricanis,0.046439534,0.000688995,0.000802251,1.460845399,5.580018391,P21
Bacteroides.zoogleoformans,0.062254781,0.000689975,0.000734512,1.523095264,5.817795362,P21
Mannheimia.granulomatis,0.207939412,-6.11E-13,0.000237522,4.260464057,16.27377395,P21
Klebsiella.pneumoniae,0.200213576,0.01240266,0.017422684,0.179506939,0.685665999,P21
Mycoplasma.hyosynoviae,0.16388863,0.001183998,0.000884682,1.36351759,5.208253547,P21
Faecalibacterium.prausnitzii,0.346009727,2.60E-10,4.13E-05,3.593511764,13.72620385,P21
Actinomyces.lilanjuaniae,0.352363376,0.000473238,0.000491658,1.491219428,5.696038638,P21
Capnocytophaga.sp..oral.taxon.864,0.054696933,0.007903472,0.008170683,1.394902324,5.328134401,P21
Microviridae.sp.,0.01208931,0.001311911,0.001842911,1.391289887,5.314335906,P21
Histophilus.somni,0.715145906,0.000680133,0.000177407,0.073059461,0.279066586,P21
Fusobacterium.periodonticum,0.00307132,0.008420675,0.010742706,1.305470129,4.986528578,P21
Actinobacillus.porcitonsillarum,0.346514881,-4.65E-10,0.000262952,4.260458634,16.27375323,P21
Treponema.succinifaciens,0.07295566,0.000849698,0.000845978,1.285393319,4.909840811,P21
Parascardovia.denticolens,0.200471598,0.000586765,0.000786267,1.369745351,5.232041841,P21
Streptococcus.porcinus,0.269187666,0.001099762,0.000710699,1.445394736,5.521001207,P21
Candidatus.Saccharibacteria.bacterium.oral.taxon.955,0.319696409,-3.36E-10,0.000507968,4.222935162,16.13042413,P21
Clostridiales.bacterium,0.081612735,0.00238771,0.002229307,1.360625039,5.197204815,P21
X.Haemophilus..ducreyi,0.207935893,-1.06E-13,0.000161237,4.260463992,16.2737737,P21
Rothia.kristinae,0.20021356,8.13E-05,0.000114185,0.179506973,0.68566613,P21
Finegoldia.magna,0.207935972,1.85E-13,0.000170738,4.260462977,16.27376982,P21
Mobiluncus.curtisii,0.175355411,-3.18E-14,0.000211619,4.207214279,16.07037478,P21
Aminipila.terrae,0.522945205,0.000559162,0.000361389,1.318895579,5.037810021,P21
Gemella.sp..oral.taxon.928,0.315238015,0.002425428,0.001359159,1.444500323,5.517584799,P21
Candidatus.Gracilibacteria.bacterium.HOT.871,0.65340767,4.41E-05,1.74E-05,5.458463221,20.84979368,P21
Treponema.maltophilum,0.313740502,0.000151395,0.000165027,0.097829386,0.373680728,P21
Leptotrichia.hofstadii,0.200213767,0.00016264,0.000228469,0.179506514,0.685664376,P21
Kingella.kingae,0.200212877,0.000292732,0.000411216,1.391294113,5.31435205,P21
Mycoplasma.hominis,0.326235872,0.000121024,0.000214802,4.833145297,18.46125515,P21
Haemophilus.parainfluenzae,0.21474508,0.045537656,0.023664179,0.366642505,1.400471207,P22
Actinomyces.naeslundii,0.127039238,0.010982776,0.007373232,0.117209005,0.44770542,P22
Actinomyces.pacaensis,0.093416066,0.004425938,0.002887441,0.907208475,3.465281118,P22
Actinomyces.sp..oral.taxon.414,0.609589463,0.001387372,0.000286772,0.825916728,3.154769515,P22
Schaalia.meyeri,0.280607611,0.005595792,0.003335975,0.589383878,2.251280581,P22
Schaalia.odontolytica,0.192077258,0.159520548,0.100561573,0.691600432,2.641719056,P22
Rothia.dentocariosa,0.246221987,0.006159332,0.002333379,5.804508977,22.1715911,P22
Rothia.mucilaginosa,0.333739156,0.257927976,0.122972851,0.00523068,0.019979724,P22
Gemella.morbillorum,0.175539425,0.031335134,0.033532116,0.075717969,0.289221337,P22
Streptococcus.cristatus,0.079762786,0.005890783,0.003823391,0.066107247,0.252511082,P22
Streptococcus.gordonii,0.20245608,0.00320274,0.001565304,0.376711875,1.438933368,P22
Streptococcus.mitis,0.003562061,0.066272515,0.044446545,5.669124864,21.65446188,P22
Streptococcus.oralis,0.086517552,0.100307714,0.082150031,6.250203032,23.87401699,P22
Streptococcus.salivarius,0.166742214,0.059119352,0.035768788,0.642129267,2.452753128,P22
Veillonella.nakazawae,0.07944187,0.004870724,0.003195884,0.943599002,3.604282691,P22
Veillonella.atypica,0.039853128,0.019135533,0.014685908,1.052429056,4.019982878,P22
Veillonella.parvula,0.110397047,0.0077166,0.004554477,0.76050882,2.904929711,P22
Myoviridae.sp.,0.178753547,0.004050871,0.002228263,0.607299945,2.319714916,P22
Siphoviridae.sp.,0.503353851,0.027525693,0.005716156,5.611479568,21.43427307,P22
Prevotella.melaninogenica,0.029658931,0.034282448,0.031541837,1.150351086,4.39401748,P22
Gemella.haemolysans,0.03763103,0.037549997,0.031620663,5.872724205,22.43215408,P22
Streptococcus.pneumoniae,0.020243006,0.012829094,0.008051888,5.900828251,22.53950363,P22
Streptococcus.thermophilus,0.157938628,0.002513407,0.001942141,5.87780351,22.45155559,P22
Podoviridae.sp.,0.759079088,0.001443045,0.000189875,0.726123332,2.773586821,P22
Streptococcus.sp..oral.taxon.061,0.176336897,0.045121682,0.024655026,0.713745177,2.726305751,P22
Campylobacter.concisus,0.327839207,0.010009001,0.00470668,0.931376137,3.557594786,P22
Gemella.sanguinis,0.233996295,0.015296261,0.007217589,0.148636162,0.567748319,P22
Streptococcus.sp..LPB0220,0.08223176,0.002864303,0.002036889,0.48749656,1.862099695,P22
Streptococcus.sp..oral.taxon.431,0.168374813,0.045464508,0.025491273,0.464228222,1.77322119,P22
Lachnoanaerobaculum.umeaense,0.227003747,0.004019933,0.003315453,0.285296438,1.089752119,P22
Veillonella.dispar,0.046079239,0.011202498,0.007989965,1.015570044,3.879191821,P22
Bacteriophage.sp.,0.24367145,0.005901478,0.003115373,1.036810486,3.960324332,P22
Streptococcus.anginosus,0.222914724,0.009292009,0.004220954,6.068159368,23.17866141,P22
Streptococcus.gwangjuense,0.020464598,0.00359228,0.002332937,5.939130407,22.68580709,P22
Streptococcus.parasanguinis,0.155447822,0.004040997,0.002547842,0.35585261,1.359256847,P22
Streptococcus.sanguinis,0.294451183,0.024488515,0.01156425,6.190353484,23.64540855,P22
Streptococcus.pseudopneumoniae,0.01158079,0.005758846,0.003912313,5.844888165,22.32582824,P22
Actinomyces.oris,0.101229814,0.00813477,0.005899246,0.145152488,0.554441662,P22
Rothia.aeria,0.875956816,0.046847606,0.004381367,4.411930297,16.85233237,P22
Streptococcus.australis,0.220410169,0.07031216,0.038940662,0.215927463,0.824782154,P22
Lancefieldella.parvula,0.048888009,0.005087328,0.003942976,0.807370559,3.08392837,P22
Streptococcus.intermedius,0.06961338,0.041675555,0.031476927,5.423381891,20.71579287,P22
Streptococcus.sp..116.D4,0.106551258,0.002237209,0.001071267,0.090212314,0.344585657,P22
Streptococcus.sp..I.P16,0.217375505,0.024130137,0.012384398,0.404214986,1.543987513,P22
Capnocytophaga.gingivalis,0.625144317,0.001971584,0.000459558,0.073697987,0.281505574,P22
Fusobacterium.nucleatum,0.564936834,0.009621899,0.002576,0.023410526,0.089421624,P22
Streptococcus.koreensis,0.214468577,0.02383887,0.012346271,0.333559693,1.274104174,P22
Streptococcus.sp..A12,0.145519982,0.006191559,0.003803177,0.23228987,0.887281944,P22
Mogibacterium.diversum,0.081193444,0.006016258,0.004126069,0.854177314,3.262717002,P22
Lautropia.mirabilis,0.145715836,0.008315893,0.005920108,0.33846513,1.292841565,P22
Pauljensenia.hongkongensis,0.260366854,0.001453151,0.000915048,0.518819888,1.981745994,P22
Actinomyces.sp..oral.taxon.169,0.099402005,0.002153238,0.001551727,0.177760921,0.678996701,P22
