pathway	species	sum	ownership_new	Superclass1	Superclass2
PWY-7345: superpathway of anaerobic sucrose degradation	Streptococcus_pneumoniae	2.512e-05	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-7356: thiamine diphosphate salvage IV (yeast)	Streptococcus_oralis	0.007107371	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7356: thiamine diphosphate salvage IV (yeast)	Streptococcus_mitis	0.016091461	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7356: thiamine diphosphate salvage IV (yeast)	Streptococcus_agalactiae	0.00019315	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7356: thiamine diphosphate salvage IV (yeast)	Haemophilus_haemolyticus	0.000482761	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7356: thiamine diphosphate salvage IV (yeast)	Streptococcus_pneumoniae	0.005357444	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7356: thiamine diphosphate salvage IV (yeast)	Streptococcus_pseudopneumoniae	0.003519976	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7356: thiamine diphosphate salvage IV (yeast)	Haemophilus_influenzae	3.4076e-05	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	Streptococcus_agalactiae	0.000280143	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	Streptococcus_pseudopneumoniae	0.003525122	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	Haemophilus_parahaemolyticus	0.000131467	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	Streptococcus_pneumoniae	0.006463303	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	Streptococcus_mitis	0.014976556	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	Gemella_haemolysans	0.002009054	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	Haemophilus_influenzae	0.0002690309	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	Streptococcus_oralis	0.006931807	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	Haemophilus_haemolyticus	0.000550659	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	Streptococcus_pneumoniae	1.72e-06	cluster2	Biosynthesis	Amino Acid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Prevotella_scopos	7.557e-06	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Prevotella_histicola	0.0002729875	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Streptococcus_pneumoniae	0.001869928	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Prevotella_dentalis	2.38e-06	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Capnocytophaga_gingivalis	0.000114384	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Neisseria_elongata	0.00032455	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Haemophilus_parahaemolyticus	0.000141207	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Streptococcus_pseudopneumoniae	0.004307788	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Prevotella_fusca	1.25e-07	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Bacteroides_heparinolyticus	1.6371e-05	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Neisseria_meningitidis	1.212e-06	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Haemophilus_influenzae	0.000195462	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Neisseria_mucosa	0.001932428	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Prevotella_denticola	6.461e-06	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Streptococcus_mitis	0.017562475	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Prevotella_multiformis	1.4524e-05	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Prevotella_oris	6.3963e-05	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Prevotella_veroralis	1.49897e-05	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Veillonella_atypica	0.001252834	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Cardiobacterium_hominis	3.8322e-05	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Haemophilus_haemolyticus	0.000239265	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Streptococcus_agalactiae	0.00041974	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Prevotella_jejuni	7.6402e-05	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7663: gondoate biosynthesis (anaerobic)	Streptococcus_oralis	0.003217195	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7791: UMP biosynthesis III	Streptococcus_agalactiae	0.00025216	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Neisseria_elongata	0.000198198	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Prevotella_jejuni	9.343e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Prevotella_denticola	6.239e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Prevotella_histicola	0.000292162	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Porphyromonas_endodontalis	0.000762311	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Streptococcus_parasanguinis	0.00300508	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Streptococcus_mitis	0.007140641	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Actinomyces_sp_oral_taxon_897	5.078e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Prevotella_scopos	5.039e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Prevotella_veroralis	1.3172e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Gemella_haemolysans	0.003325687	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Prevotella_multiformis	9.6e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Neisseria_mucosa	0.00079094	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Streptococcus_oralis	0.00288977	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Prevotella_oris	5.5492e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Veillonella_atypica	0.001204441	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Neisseria_meningitidis	1.95e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Capnocytophaga_gingivalis	5.5562e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Streptococcus_pseudopneumoniae	0.003108041	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Streptococcus_australis	0.000745852	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Bacteroides_heparinolyticus	1.089e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Cardiobacterium_hominis	1.6571e-05	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Porphyromonas_gingivalis	1.2852e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Peptostreptococcus_anaerobius	9.77e-07	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Prevotella_dentalis	2.74e-06	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7791: UMP biosynthesis III	Streptococcus_pneumoniae	0.009968606	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7858: (5Z)-dodecenoate biosynthesis II	Streptococcus_pseudopneumoniae	1.599e-05	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7858: (5Z)-dodecenoate biosynthesis II	Haemophilus_influenzae	7.0628e-05	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7858: (5Z)-dodecenoate biosynthesis II	Streptococcus_pneumoniae	0.000842245	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7858: (5Z)-dodecenoate biosynthesis II	Cardiobacterium_hominis	1.8474e-05	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7858: (5Z)-dodecenoate biosynthesis II	Haemophilus_haemolyticus	0.000140359	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Corynebacterium_matruchotii	1.44e-06	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Streptococcus_mitis	0.003955901	cluster2	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Prevotella_oris	5.1944e-05	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Porphyromonas_endodontalis	0.000638397	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Haemophilus_haemolyticus	0.000165127	mix	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Neisseria_mucosa	0.0010959358	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Prevotella_jejuni	0.000108325	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Cardiobacterium_hominis	1.2058e-05	mix	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Prevotella_histicola	0.000267765	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Haemophilus_parahaemolyticus	0.000152692	cluster2	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Neisseria_elongata	0.000157967	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Porphyromonas_gingivalis	1.2792e-05	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Prevotella_veroralis	7.632e-06	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Prevotella_multiformis	9.71e-06	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Bacteroides_heparinolyticus	1.103e-05	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Streptococcus_pneumoniae	0.005072349	cluster2	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Prevotella_scopos	7.621e-06	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Veillonella_atypica	0.000866971	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Streptococcus_pseudopneumoniae	0.001823491	cluster2	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Streptococcus_oralis	0.001513334	mix	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Capnocytophaga_gingivalis	5.9173e-05	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Prevotella_denticola	8.536e-06	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Streptococcus_parasanguinis	0.001297572	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	Haemophilus_influenzae	0.000148093	mix	Biosynthesis	Cell Structure Biosynthesis
PWY-7977: L-methionine biosynthesis IV	Haemophilus_influenzae	0.0001364646	mix	Biosynthesis	Amino Acid Biosynthesis
PWY-7977: L-methionine biosynthesis IV	Prevotella_scopos	8.01e-06	cluster1	Biosynthesis	Amino Acid Biosynthesis
PWY-7977: L-methionine biosynthesis IV	Prevotella_jejuni	8.9139e-05	cluster1	Biosynthesis	Amino Acid Biosynthesis
PWY-7977: L-methionine biosynthesis IV	Haemophilus_haemolyticus	0.0002775253	mix	Biosynthesis	Amino Acid Biosynthesis
PWY-7977: L-methionine biosynthesis IV	Prevotella_dentalis	1.73e-06	mix	Biosynthesis	Amino Acid Biosynthesis
PWY-7977: L-methionine biosynthesis IV	Corynebacterium_matruchotii	3.379e-06	cluster1	Biosynthesis	Amino Acid Biosynthesis
PWY-7977: L-methionine biosynthesis IV	Peptostreptococcus_anaerobius	6.38e-07	cluster1	Biosynthesis	Amino Acid Biosynthesis
PWY-7977: L-methionine biosynthesis IV	Bacteroides_heparinolyticus	1.3585e-05	cluster1	Biosynthesis	Amino Acid Biosynthesis
PWY-7977: L-methionine biosynthesis IV	Prevotella_histicola	0.0002340212	cluster1	Biosynthesis	Amino Acid Biosynthesis
PWY-7977: L-methionine biosynthesis IV	Haemophilus_parahaemolyticus	8.60578e-05	cluster2	Biosynthesis	Amino Acid Biosynthesis
PWY-8004: Entner-Doudoroff pathway I	Haemophilus_haemolyticus	3.363e-06	mix	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-8004: Entner-Doudoroff pathway I	Streptococcus_pneumoniae	0.000270831	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-8004: Entner-Doudoroff pathway I	Streptococcus_oralis	0.000700715	mix	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-8004: Entner-Doudoroff pathway I	Haemophilus_parahaemolyticus	7.6198e-05	cluster2	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-8004: Entner-Doudoroff pathway I	Haemophilus_influenzae	9.2836e-05	mix	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-8004: Entner-Doudoroff pathway I	Neisseria_elongata	0.000139491	cluster1	Degradation/Utilization/Assimilation	Carbohydrate Degradation
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Streptococcus_oralis	0.003752845	mix	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Cardiobacterium_hominis	1.29e-05	mix	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Prevotella_multiformis	8.3e-06	cluster1	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Streptococcus_pneumoniae	0.007741734	cluster2	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Neisseria_elongata	9.79424e-05	cluster1	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Porphyromonas_endodontalis	0.000842088	cluster1	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Prevotella_denticola	5.642e-06	cluster1	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Haemophilus_haemolyticus	0.000105063	mix	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Streptococcus_parasanguinis	0.001904555	cluster1	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Corynebacterium_matruchotii	4.86e-07	cluster1	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Streptococcus_mitis	0.007352386	cluster2	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Haemophilus_influenzae	1.27101e-05	mix	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Streptococcus_pseudopneumoniae	0.004995851	cluster2	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Neisseria_mucosa	0.0005322814	cluster1	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Neisseria_meningitidis	2.41e-07	cluster1	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Haemophilus_parahaemolyticus	0.000271268	cluster2	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Prevotella_dentalis	1.65e-06	mix	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Streptococcus_agalactiae	0.000536708	cluster2	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	Gemella_haemolysans	0.001667087	cluster2	Generation of Precursor Metabolites and Energy	Pentose Phosphate Pathways
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	Veillonella_atypica	0.00090851	cluster1	Biosynthesis	Carbohydrate Biosynthesis
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	Haemophilus_parahaemolyticus	0.00020751	cluster2	Biosynthesis	Carbohydrate Biosynthesis
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	Haemophilus_haemolyticus	0.0001252401	mix	Biosynthesis	Carbohydrate Biosynthesis
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	Streptococcus_pneumoniae	0.0001007958	cluster2	Biosynthesis	Carbohydrate Biosynthesis
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	Haemophilus_influenzae	0.0001147553	mix	Biosynthesis	Carbohydrate Biosynthesis
PWY0-1296: purine ribonucleosides degradation	Streptococcus_mitis	0.018531024	cluster2	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1296: purine ribonucleosides degradation	Streptococcus_oralis	0.008343241	mix	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1296: purine ribonucleosides degradation	Peptostreptococcus_anaerobius	1.14e-06	cluster1	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1296: purine ribonucleosides degradation	Streptococcus_australis	0.001709943	mix	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1296: purine ribonucleosides degradation	Haemophilus_haemolyticus	3.0224e-05	mix	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1296: purine ribonucleosides degradation	Veillonella_atypica	0.00078873	cluster1	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1296: purine ribonucleosides degradation	Streptococcus_pneumoniae	0.014008453	cluster2	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1296: purine ribonucleosides degradation	Streptococcus_agalactiae	0.000432758	cluster2	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1296: purine ribonucleosides degradation	Streptococcus_pseudopneumoniae	0.00215436	cluster2	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1296: purine ribonucleosides degradation	Streptococcus_parasanguinis	0.006975504	cluster1	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	Streptococcus_australis	0.000807823	mix	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	Streptococcus_parasanguinis	0.003665205	cluster1	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	Streptococcus_oralis	0.001356996	mix	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	Streptococcus_agalactiae	0.000127317	cluster2	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	Streptococcus_pneumoniae	0.005581996	cluster2	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	Streptococcus_parasanguinis	0.0003924845	cluster1	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	Streptococcus_pseudopneumoniae	0.001703188	cluster2	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	Streptococcus_oralis	0.001947535	mix	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	Streptococcus_mitis	0.005639593	cluster2	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	Streptococcus_pneumoniae	0.0043399238	cluster2	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	Streptococcus_australis	0.000273658	mix	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation
PWY0-1319: CDP-diacylglycerol biosynthesis II	Gemella_haemolysans	0.000443747	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Prevotella_oris	3.7385e-05	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Haemophilus_parahaemolyticus	0.000272133	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Peptostreptococcus_anaerobius	7.23e-07	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Cardiobacterium_hominis	1.588e-05	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Prevotella_scopos	7.429e-06	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Streptococcus_mitis	0.00392576	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Streptococcus_oralis	0.002460312	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Neisseria_meningitidis	0.001159844	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Prevotella_dentalis	1.63e-06	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Haemophilus_haemolyticus	0.0003501647	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Streptococcus_agalactiae	0.000231696	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
